noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
23c468a7-b777-4f09-9059-bd313986c7d6,1,Aventem GmbH,DE 814 611 527,Hilden,40721,DEA1C,DEU,,,winner,,,,medium,DEU,
ae2e5449-0ec0-4d8f-a1d6-d1b1873de3af,1,Maksuti Bau GmbH,DE289163188,Kleinmachnow,14532,DE40E,DEU,,,winner,,,,medium,,
b8fca565-fb07-456d-b574-fc6ed121bda8,1,Ingenieurbüro Schoberth & Partner mbb,DE220184356,Bad Reichenhall,83435,DE215,DEU,,,winner,,,,medium,DEU,
19ddef28-8e18-4e13-919c-1887456cde3d,1,Dreierarchitektur GmbH,DE339737838,Krumbach,86381,DE278,DEU,www.dreierarchitektur.de,,winner,,,,small,,FALSE
ab617139-15a4-4f2d-8afc-ec7e2be83f3b,1,ACP IT Solutions AG,DE 257612312,Jena,7745,DEG03,DEU,,,winner,,,,medium,DEU,
c3ff3ce9-9a91-4c21-9109-fa0f662fff08,1,BIG Städtebau GmbH,DE322837421,Kronshagen,24119,DEF0B,DEU,,,winner,,,,medium,DEU,
c72d31b9-ce6f-4a57-9473-920658fa5e1e,1,Fußböden Fleischmann GmbH,DE197183860,Strullendorf,96129,DE245,DEU,,,winner,,,,small,,
279a85a2-fbd4-4137-930b-4204f406b5c7,1,Firma Sülzle Kopf GmbH,Ust-IdNr. DE252460908,Sulz am Neckar,72172,DE135,DEU,www.suelzle-kopf.de,,winner,,,,medium,,FALSE
ea2a3fd0-bdfb-41b1-bf20-b35618e85a50,1,SoftwareONE Deutschland GmbH,DE 141626867,Leipzig,4329,DED51,DEU,,,winner,,,,large,DEU,
a0f00abf-a319-4de8-9438-106a4cad4a00,1,VSU Hamburg-Wacht GmbH,DE811324913,Hamburg,22041,DE600,DEU,,,winner,,,,medium,DEU,
a0f00abf-a319-4de8-9438-106a4cad4a00,1,proSicherheit GmbH,DE312257315,Elmshorn,25336,DEF09,DEU,,,winner,,,,small,DEU,
e760e380-f0e3-47a6-9b4a-ca295c5d2af1,1,Gotthilf Benz Turngerätefabrik GmbH & Co.KG,DE 147223531,Winnenden,71364,DE116,DEU,,,winner,,,,medium,,
7c3bf0e8-4e29-4395-b3dc-84e9be9f7dbb,1,Actemium Cegelec Mitte GmbH,DE 338616547,Hamburg,22415,DE600,DEU,,,winner,,,,medium,DEU,
2e88789d-9229-4afd-9177-8cb7785668fa,1,"allmannwappner GmbH, Nymphenburger Str. 125, 80636 München",DE 236 913 163,München,80636,DE212,DEU,,,winner,,,,medium,,
b52c07a1-05a1-4bba-9b93-88faea394707,1,"Welcome Hotel Paderborn
Betriebsgesellschaft mbH und Co. KG",DE254153684,Paderborn,33102,DEA47,DEU,,,winner,,,,small,,FALSE
eeab5b62-eb07-494d-9181-3b988382dbe5,1,Zweering Helmus Architekten PartGmbB,Steuernummer: DE 296 970 953,Aachen,52062,DEA2D,DEU,https://zhac.de,FALSE,winner,,,,small,,FALSE
c9f3b52c-184e-4faf-b157-71b42d155060,1,Daimler Buses GmbH,DE147032272,Leinfelden-Echterdingen,70771,DE111,DEU,,,winner,,,,large,,
fd3937a5-339c-4f40-915b-89d3f648ac22,1,Orkan Elektrotechnik GmbH,DE350426600,Parchim,19370,DE80O,DEU,https://orkan-elektro.de,,winner,,,,medium,,FALSE
2f20a9cf-3a37-45d9-b3b3-639eaa0d9216,1,"ISH Innovative Sanitär- & Heizungstechnik
Meisterbetrieb René Blask",DE249506569,Lübz,19386,DE80O,DEU,https://www.ish-luebz.de/,,winner,,,,medium,,
68115aa2-c9c7-452e-8c26-b21153e476d7,1,Industrieklettertechnik Berlin,DE245958392,Berlin,10435,DE300,DEU,,,winner,,,,micro,,
9f1e65fb-4ee5-4c1e-ae12-06064bedf1a5,1,Klimatech Service OT GmbH,DE225962186,Berlin,13435,DE300,DEU,,,winner,,,,small,,
3ce2676d-ab1a-48f3-86f1-532620be4ae7,1,Tischlerei Gerhard Drogoin GmbH Krauschwitz,DE220912666,Krauschwitz,2957,DED2D,DEU,,,winner,,,,medium,,
3cb3326e-b894-4db3-8822-e6f78805ad15,1,Partenheimer & Co. GmbH,DE138745627,Wittstock,16909,DE40D,DEU,,,winner,,,,small,,
e7776054-bd9b-4f5b-aaed-210a3887870d,1,Speedpoint GmbH,DE209238044,Darmstadt,64295,DE711,DEU,,,winner,,,,medium,DEU,
fcbdee43-961a-405e-be83-24f69bb958f9,1,Lindner SE,UStID. Lindner-Group.com DE129256988,Arnstorf,94424,DE22A,DEU,,,winner,,,,large,,FALSE
95c02a9e-be00-47dd-b344-57f3cbc64acb,1,W-Plan Ingenieurbüro,DE203702641,Unterhaching,82008,DE21H,DEU,,,winner,,,,medium,DEU,
97eed855-2ee0-4a23-9388-501bd60ff113,1,BPR Dr. Schäpertöns Consult GmbH & Co KG,DE299809458,Bad Reichenhall,83435,DE215,DEU,,,winner,,,,medium,DEU,
86eb033a-3463-46bf-9927-47b148bce0e2,1,Klaeser & Partner,DE295051019,Waren,17192,DE80J,DEU,,FALSE,winner,,,,small,DEU,FALSE
4f5f52b9-2c15-437d-9906-45f9854b84e0,1,Kühne Dachsysteme GmbH,DE 195043975,Chemnitz/OT Grüna,9224,DED41,DEU,,,winner,,,,medium,DEU,
7e41a9bc-4bb4-4b99-9c11-bd6389799430,1,Weigerstorfer GmbH,DE130961646,Freyung,94078,DE225,DEU,,,winner,,,,medium,DEU,
c900f05e-aef5-4fd6-bf2e-eef8bded9183,1,KLAWA Anlagenbau GmbH,DE187057856,Gudensberg,34281,DE735,DEU,,,winner,,,,medium,DEU,
186d4f81-678c-4786-8fc9-4334b30060ec,1,bsb Bau Malchin GmbH,DE245227414,Malchin,17139,DE80J,DEU,,FALSE,winner,,,,small,,FALSE
bb3e454b-7097-436f-aa68-5932b647605a,1,Rotaria Energie- und Umwelttechnik GmbH,Handelsregister Rostock HRB Nr. 9073 UST-Ident-Nr. DE 222293572,Ostseebad Rerik,18230,DE80K,DEU,https://www.rotaria.com/,,winner,,,,,,
e5f00594-5dcf-4482-8cec-af246628eb93,1,Ihr Tischler GmbH&Co KG.,DE 163 630 483,Harth-Pöllnitz,7570,DEG0L,DEU,,,winner,,,,small,DEU,
72c34d46-f6b7-4e38-a4cf-c3795850d353,1,Philips GmbH,DE812927597,Hamburg,22335,DE600,DEU,,,winner,,,,large,,
5337843b-9d67-4d43-9d14-72fa7a06860c,1,Lebenshilfe Braunschweig gGmbH,Umsatzsteueridentifikationsnummer DE 114 881 041,Braunschweig,38122,DE911,DEU,,,winner,,,,medium,,
ad7431e9-d299-4604-94e9-ad40aa40b455,1,Steinbacher-Consult Ingenieurges. mbH & Co. KG,DE 814285722,Neusäß,86356,DE276,DEU,,,winner,,,,medium,,
7c5f45c6-997b-4163-aaee-58f8c18f074f,1,Proklima GmbH,DE188862501,Nürnberg,90411,DE254,DEU,,,winner,,,,small,DEU,
cef2384a-a5e7-46cf-8074-10572e1b9eca,1,Berlin Cuisine Jensen GmbH,DE 285 9928 45,Berlin,10553,DE300,DEU,,,winner,,,,micro,DEU,
1fe1e49a-ea7b-4ecb-bf5b-a525c7a0fee0,1,Hartmann + Helm Planungsgesellschaft mbH,DE196393610,Weimar,99423,DEG05,DEU,https://hhpg.de/,FALSE,winner,,,,small,,FALSE
5e0d097e-e447-4996-83a8-851aae48e300,1,"Mayerhofer Hoch-, Tief- und Ingenieurbau GmbH",DE129263614,Simbach am Inn,84359,DE22A,DEU,,,winner,,,,large,,
9dc1f029-e270-433c-ab60-3645fcdfa468,2,Bergen Haustechnik e.K.,DE300004014,Großkarolinenfeld,83109,DE21K,DEU,,,winner,,,,small,DEU,
13ff1dea-78bb-4ef4-9547-befb5cbdb629,1,KNITTEL GmbH Städtereinigung,DE 813863200,Vöhringen,89269,DE279,DEU,,,winner,,,,medium,DEU,
ad9e1958-e7ff-4d76-9481-1d30275dd4fe,1,Onkelbach GmbH,DE200922966,Korschenbroich,41352,DEA1D,DEU,,,winner,,,,small,,
6115328a-258f-4e17-995b-5d0f2a522ec1,1,Metallbau Christ GmbH,DE 335560314,Burgoberbach,91595,DE256,DEU,,,winner,,,,small,DEU,
90f10624-e5d9-46f9-8338-521b2fee5bc7,1,Ice-Tec-Celle GmbH,DE325530292,Lachendorf,29331,DE931,DEU,,,winner,,,,small,DEU,
c69cef4d-70b7-42d1-b299-73626c4ea3bb,1,Architekturstudio pm PartG mbB,DE 187 988 492,Minden,32427,DEA46,DEU,,,winner,,,,small,DEU,FALSE
1ec30977-18bb-461b-afd4-895454d3b49e,1,c-trace S&L GmbH,DE 814528292,Bielefeld,33605,DEA41,DEU,,,winner,,,,small,DEU,
1ec30977-18bb-461b-afd4-895454d3b49e,1,SULO Deutschland GmbH,DE126045209,Herford,32051,DEA43,DEU,,,winner,,,,large,DEU,
302a0f3b-bb55-4760-a73c-61e1dda5f1d8,1,Max Bögl Stiftung & Co. KG,DE 133 228 484,Neumarkt i. d. Opf.,92301,DE236,DEU,,,winner,,,,large,DEU,
6b14273f-17db-4916-bf79-6c09d54504bd,1,Hofmann Naturstein GmbH + Co. KG,DE274580987,Werbach-Gamburg,97956,DE11B,DEU,https://www.info@Lindner-Group.com,,winner,,,,large,,
ff92fda9-3cc0-4712-a313-4e9b6b197b6c,1,KNITTEL GmbH Städtereinigung,DE 813863195,Vöhringen,89269,DE279,DEU,,,winner,,,,medium,DEU,
229823bd-4d04-427b-a657-4d29b154dfe9,1,Doreko,DE226800157,Weimar,99427,DEG05,DEU,,,winner,,,,small,,
9becbbb6-09c6-4785-8658-860a3a62a6ec,1,Hiermer GmbH,DE128945020,Marklkofen,84163,DE22C,DEU,,,winner,,,,medium,,
5361101d-0f70-438c-a4a6-da6b1c1f5a3f,1,"Regal Consult und Handel GmbH, 
NL Dresden",UStID.: DE 232329028,Dresden,1217,DED21,DEU,,,winner,,,,medium,DEU,FALSE
f6b7f2b3-24eb-44aa-a847-2472a95e3acd,1,Gebr. Gassner GmbH,DE 812 826 924,Kempten,87437,DE273,DEU,,,winner,,,,medium,DEU,
7e9cc829-e4f9-42e3-a6ec-4d7e0151b644,1,Nicolas Müller Landschaftsarchitektur,DE291731342,München,80336,DE212,DEU,,,winner,,,,medium,DEU,
2cc28573-b660-4aa7-babc-6b5107db3492,1,SHD System-Haus-Dresden GmbH,HRB 329 (AG Dresden),Berlin,12435,DE300,DEU,,,winner,,,,,,
ed30e507-5493-4988-919f-8d2ce3b5988c,1,a+r Architekten GmbH,DE324942127,Stuttgart,70178,DE111,DEU,,,winner,,,,medium,DEU,
38f1f3e1-07f2-4896-965b-2777e8baf876,1,Energieanlagen Nord GmbH,DE137268064,Neubrandenburg,17034,DE80J,DEU,,,winner,,,,medium,,
83a41d9e-b84e-469d-8a0c-b630b08cca4f,1,Wahlen & Schabbach Elektroinstallations GmbH,DE137917761,Weiskirchen,66709,Dec02,DEU,,,winner,,,,medium,,
87fd0841-6e37-4a20-be7b-556de8bf341e,1,Luxgreen Climadesign,DE 23 27 24 663,Regensburg,93047,DE232,DEU,,,winner,,,,medium,DEU,
6b3015aa-872b-4c38-956e-ebdb3cc68be6,1,john becker ingenieure GmbH & Co. KG,DE317870415,Lilienthal,28865,DE936,DEU,,,winner,,,,medium,DEU,
a7094fdc-9e69-4b9f-a1b4-d1910161481e,1,Küchen Thurm GmbH,DE238680630,Gera,7546,DEG02,DEU,,,winner,,,,medium,DEU,
c6014eab-c64d-4b25-b1a1-2473202af8e6,1,Schmitz-Feuerwehrtechnik GmbH,DE348953725,Farnstädt,6279,DEE0B,DEU,,,winner,,,,small,DEU,
c6014eab-c64d-4b25-b1a1-2473202af8e6,1,WolfgangJahn GmbH,DE133545195,Wendelstein,90530,DE25B,DEU,,,winner,,,,small,DEU,
b932687f-db16-43ee-b8ac-8bf34d632ed9,1,Alpina AG NL Berlin,DE151979465,Berlin,13057,DE300,DEU,,,winner,,,,medium,DEU,
3b690412-7377-401b-aad2-98c22a000580,1,RBK GmbH,DER3201,Bonn,53119,DEA22,DEU,,,winner,,,,medium,DEU,
381f2efb-7c17-471a-a65a-45d139235a92,1,"roterpunkt architekten Kistler, Sohn, Waizenegger Architektenpartnerschaft mbB",DE315817864,Ravensburg,88214,DE148,DEU,,,winner,,,,micro,,
e245ee64-bacc-4171-a9e0-a68f6235317c,1,"Marco Hecker, HBM Automobile Hecker",DE251431522,Jucken,54689,DEB23,DEU,,,winner,,,,micro,DEU,
e245ee64-bacc-4171-a9e0-a68f6235317c,1,Gebr. Andre GmbH,DE153911161,Prüm,54595,DEB23,DEU,,,winner,,,,small,DEU,
e245ee64-bacc-4171-a9e0-a68f6235317c,1,"Renate Thommes, Reisen mit Thommes",DE197972712,Daleiden,54689,DEB23,DEU,,,winner,,,,small,DEU,
3919e38f-ec73-484a-bfd8-7568c550c982,1,KRAFT. RAUM. Landschaftsarchitektur und Stadtentwicklung,DE 279749319,Düsseldorf,40549,DEA11,DEU,,,winner,,,,small,DEU,
babdb90c-099a-4d64-aadd-66ad967af069,1,Nickl Architekten Deutschland GmbH,DE322535282,München,80939,DE212,DEU,,,winner,,,,,,
f4148229-d5e9-47ee-a164-6739d7b1a3e2,1,Antony & von zur Müglen GbR,DE301589110,Berlin,13086,DE300,DEU,,,winner,,,,medium,DEU,
95ed7a73-e67c-444f-bf1a-eb0b083a0e8e,1,G. Bekteshi Trcoeknbau Gmbh,DE365447529,Bad breisig,53498,DEB12,DEU,,,winner,,,,small,DEU,
6c3e4d8d-05e3-4607-a9ea-a33da0983904,1,Joh. Kallinger Kirchenrestaurierung GmbH,DE 204796385,Vilshofen a. d. Donau,94474,DE228,DEU,,,winner,,,,,,
811015f7-2afd-4077-b8ee-465cc950a766,1,Fedres GmbH,DE815591129,Berlin,13509,DE300,DEU,,,winner,,,,medium,DEU,
811015f7-2afd-4077-b8ee-465cc950a766,1,Plischka Umzüge GmbH,DE136643664,Berlin,12277,DE300,DEU,,,winner,,,,medium,DEU,
3d039f52-f64f-4546-bec1-dbbf95c322ed,1,Schröder GmbH & Co. KG Interdisziplinäre Freiraumplanung,DE365815745,Essen,45257,DEA13,DEU,https://galaschroeder.de/,,winner,,,,small,,
1a958f68-60c8-443b-a3d0-d13b381a451c,1,Gies Dienstleistungen GmbH,DE 112 625531,Stadtallendorf,35260,DE724,DEU,,,winner,,,,large,,
1a958f68-60c8-443b-a3d0-d13b381a451c,1,Werner Companies GmbH,DE128930575,Ergolding,84030,DE227,DEU,,,winner,,,,large,,
1a958f68-60c8-443b-a3d0-d13b381a451c,1,Enzian Clean Services,DE337249836,Pfaffenhofen an der Glonn,85235,DE217,DEU,,,winner,,,,small,DEU,
51fb1bc4-e3da-4c18-93ee-3d583000a3ae,1,Marc Falck Dachdeckermeister,DE219153524,Falkensee,14612,DE408,DEU,,,winner,,,,small,DEU,
4f64c1d4-6b04-4826-9754-ce3ddc51e476,1,Bucher Municipal GmbH,DE811699989,Hannover,30453,DE929,DEU,,,winner,,,,small,DEU,
5aa35244-2005-481c-a016-46461ded2e49,1,Becker & Partner Baugesellschaft mbH,UStID DE 137374634,Rostock,18107,DE80K,DEU,,FALSE,winner,,,,small,DEU,
b50d719a-3444-47c1-8728-cf0964c69941,1,Terramag GmbH,Ust.Id.Nr.: DE219106419,Hanau,63450,DE719,DEU,,,winner,,,,large,,FALSE
94806456-6fff-4668-9753-a60c60c90b7c,1,KREBS+KIEFER Ingenieure GmbH,DE 167449710,Dresden,1067,DED21,DEU,,FALSE,winner,,,,large,DEU,
83e42bd0-e8b3-4f56-aa02-6c8f250e1ee4,1,GWV Gesellschaft für Wertstoff-Verwertung mbH,USt-IdNr: DE146 196 886,Remseck,71686,DE115,DEU,,,winner,,,,large,,FALSE
1185056d-d059-4161-a0b2-0634e1100bb7,1,ASPHALTA Ingenieurgesellschaft für Verkehrsbau mbH,DE171028723,Falkensee,14612,DE408,DEU,,,winner,,,,medium,DEU,FALSE
044b3acd-8bb9-4f46-bee0-8fc9355d14ca,1,Maler Stark GmbH & Co. KG,DE240518627,Treuchtlingen,91757,DE25C,DEU,,,winner,,,,medium,DEU,
a8e213aa-0827-4fdb-bd91-7f0868a42294,1,MEAB mbH,DE138456717,Potsdam,14476,DE404,DEU,,,winner,,,,small,DEU,
f1ea3baa-2399-4a12-bda2-ba3291c62ebb,1,Aschenbrenner GmbH,DE113090719,Kassel,34123,DE731,DEU,,,winner,,,,small,DEU,
4e391885-a2f5-4d92-b418-78f42a26853c,1,Elektro Hufmann GmbH,DE 251068843,Hilpoltstein,91161,DE25B,DEU,,,winner,,,,small,,
26aa076a-88b2-431c-a79a-02b12cd59e4d,1,EUGEN WAHNER GmbH,DE229415465,Sulzfeld,97320,DE268,DEU,,FALSE,winner,,,,small,DEU,FALSE
60d72973-245c-4f1e-8c70-ed6b0e95aba3,1,GBAV,DE188893705,Berlin,12347,DE300,DEU,,,winner,,,,medium,DEU,
3f563e2a-587e-4500-9521-71e5d441c4a5,1,KES GmbH,DE275482997,Vellmar,34246,DE734,DEU,,,winner,,,,small,DEU,
9ca7e392-d939-486b-b283-0352477455ad,1,Fahrtec Systeme GmbH,DE 813298523,Neubrandenburg,17034,DE80J,DEU,,,winner,,,,small,DEU,
cc6f4b25-971e-4039-adbe-c01d1b7d015d,1,RGM Facility Management GmbH,DE273238038,Berlin,12487,DE300,DEU,,,winner,,,,,,
cc6f4b25-971e-4039-adbe-c01d1b7d015d,1,WISAG Facility Management Berlin GmbH & Co. KG,DE813110012,Berlin,10247,DE300,DEU,,,winner,,,,,,
98b4580b-8550-4c74-87b3-2f246d25d424,1,FHS Spenglerei GmbH,DE343542165,Oberstdorf,87561,DE27E,DEU,,,winner,,,,medium,DEU,
eba51e92-be7e-4dd8-8bdb-b739070848a6,1,Hertwig + Kretzschmar AGK,DE309726063,Hannover,30161,DE929,DEU,,FALSE,winner,,,,small,DEU,FALSE
1793fd7e-0222-48db-ba8f-733fb0551ed6,1,Reisebüro Ferienglück GmbH,DE253178056,Krün,82494,DE21D,DEU,,,winner,,,,small,DEU,FALSE
d159efa2-061c-4a5e-a1e5-72c11843a4ff,1,Wolk Gebäudereinigung GmbH,DE247247510,Warburg - Schefede,34414,DEA44,DEU,,,winner,,,,small,DEU,
17df4516-067b-4e08-ac01-63d51c38aec1,1,Mennekes Haustechnik GmbH & Co. KG,DE113061939,Eschwege,37269,DE737,DEU,,,winner,,,,small,DEU,
dbfcb789-e968-43af-b1f9-a188530335c0,1,DEMA GmbH,DE325781043,Beverungen,37688,DEA44,DEU,,,winner,,,,small,DEU,
98efc24b-e935-406e-805f-51e84c82bfbc,1,Schlingmann GmbH & Co. KG,DE 117 581 776,Dissen,49201,DE94E,DEU,,,winner,,,,small,DEU,
a064ae6f-48de-4e8e-b44c-f0e6060b33ea,1,SHT Suhler Hebezeugtechnik GmbH,DE 813962917,Suhl,98529,DEG04,DEU,,,winner,,,,small,DEU,
1b63a928-3b67-414b-a176-60d35bdabdd5,1,Büroart GmbH,DE129307546,München,81673,DE212,DEU,,,winner,,,,medium,,
1b63a928-3b67-414b-a176-60d35bdabdd5,1,VS Vereinigte Spezialmöbelfabriken GmbH & Co. KG,DE146587381,München,81829,DE212,DEU,,,winner,,,,medium,,
1fb98872-0852-40b0-90ba-57ff301961bd,1,Wagener Technik GmbH,DE 245116535,Kassel,34123,DE731,DEU,,,winner,,,,small,DEU,
280fa512-7376-46e1-aca6-67f26ce749c7,1,Claus Ellenberger Bau GmbH,DE 226119744,Herleshausen,37293,DE737,DEU,,,winner,,,,small,DEU,
9461b837-188d-4a10-882e-c343e7e600e2,1,bein & daume GbR,DE266283421,Kassel,34119,DE731,DEU,,,winner,,,,small,DEU,
9cc5b557-2d30-403b-aafc-ccb5a2749e40,1,ebis GmbH,DE217433868,Lutherstadt Eisleben,6295,DEE0A,DEU,,,winner,,,,small,DEU,
2ae13a8f-e8d0-4eef-a0fd-a3c56b6ef74f,1,Limprecht&Sohn GmbH,DE150106983,Gotha,99867,DEG0C,DEU,,,winner,,,,small,DEU,
767bbb4c-5d17-48d9-a5fc-86b93c6bf76b,1,Akustik- und Trockenbau Meinecke,DE248704916,Kalbe,39624,DEE04,DEU,,,winner,,,,small,DEU,
773f9f7b-bff7-464b-b629-f7dbee41a500,1,Sedlmeyr Spezialtüren GmbH,DE 206331915,Friedberg,86316,DE275,DEU,,,winner,,,,medium,DEU,
78f64659-41f3-4e9d-b34a-89a61b147143,1,2M Gruppe GmbH,DE226001039,Potsdam,14478,DE404,DEU,,,winner,,,,large,DEU,
78f64659-41f3-4e9d-b34a-89a61b147143,1,"Wohlgemuth Dienstleistungen, Inh. T. Wohlgemuth",DE239440456,Berlin,13509,DE300,DEU,,,winner,,,,medium,DEU,
78f64659-41f3-4e9d-b34a-89a61b147143,1,RUWE GmbH,DE204115278,Berlin,13053,DE300,DEU,,,winner,,,,large,DEU,
b006a89d-578e-4a39-b460-e6e85fbdfdd6,1,Perfekt Bodenbau GmbH,DE305771334,Nalbach,66809,Dec04,DEU,,,winner,,,,small,DEU,
9dea3d33-ee8f-4d9e-b525-297bd319ea06,1,IBV Ingenieurbüro für Vermessung GmbH,DE 164 760 289,Dresden,1067,DED21,DEU,,FALSE,winner,,,,small,DEU,FALSE
b1a169a0-aaae-45cd-8d9a-bebc6f8e6f48,1,EQQO Infra GmbH,DE 340 005 351,Neuenkirchen,48485,DEA37,DEU,,,winner,,,,medium,,FALSE
1bfc7c5b-57ee-4ad5-9f5f-4f993e35f178,1,SCHACHTBAU NORDHAUSEN GmbH,DE150383244,Nordhausen,99734,DEG07,DEU,,,winner,,,,small,DEU,
54327850-11fd-4d04-8368-78e6390f752a,1,Leitec Gebäudetechnik GmbH,DE279622721,Heilbad Heiligenstadt,37308,DEG06,DEU,,,winner,,,,small,DEU,
46362089-bb74-46a2-9259-8310e8e7d5c7,1,Städtische Werke Aktiengesellschaft,DE 811 216 137,Kassel,34117,DE731,DEU,,,winner,,,,large,DEU,
3caabd7e-2aa1-4307-8297-ed7430c17ea4,1,Dietrich Bedachungs GmbH & Co. KG,DE151050440,Kassel,34123,DE731,DEU,,,winner,,,,small,DEU,
f08df6ea-c094-46d8-880c-eaf04ac7804b,1,Ruhstrat Haus- und Versorgungstechnik GmbH,DE 152 335 723,Göttingen,37079,DE91C,DEU,,,winner,,,,small,DEU,
e476ed89-e538-4b6f-8293-fea64b16d4ac,1,Förstermann Fahrzeugbau GmbH & Co. KG,DE286314173,Einbeck,37574,DE918,DEU,,,winner,,,,small,DEU,
f30d2c40-5932-458c-ae88-f27a789a8899,1,TSI GmbH & Co. KG,DE 275 635 559,Nesse-Apfelstädt,99192,DEG0C,DEU,,,winner,,,,medium,,FALSE
808bf840-3352-4550-af1c-c0293eff6113,1,"ARGE Projektplan PartG mbB, Ehrhardt und Krüger / ZWICKER Bauconsult GmbH",DE 310735143,Stuttgart,70173,DE111,DEU,,FALSE,winner,,,,small,,FALSE
498aa251-4b6f-47c1-8a52-cad2072db59d,1,Taufratshofer Bichtele GmbH,DE 128 669 857,Blonhofen,87662,DE27B,DEU,,,winner,,,,,,
d01930fb-8a84-4a41-bf7f-64ef3bea76b0,1,Lothar Klöckner GmbH,DE126566320,Siegen,57072,DEA5A,DEU,https://l-kloeckner.de/,FALSE,winner,,,,small,DEU,FALSE
00175651-6292-44f0-a5dc-b116ae8e2d6f,1,Zöller-Kipper GmbH,DE149065095,Mainz-Laubenheim,55130,DEB35,DEU,,,winner,,,,large,DEU,
fd71dc60-19e0-402e-a5af-9ec4de306626,1,JENOPTIK Robot GmbH,DE119423549,Monheim am Rhein,40789,DEA1C,DEU,,,winner,,,,large,DEU,
0d1de1c5-2687-4652-af94-35268df65b7e,1,Linkamp GmbH,UStID.DE243840193,Anröchte,59609,DEA5B,DEU,,,winner,,,,,,
e389df48-bcce-4df2-bd86-8de6b1cc08c8,1,Gerken GmbH,DE169192864,Düsseldorf,40599,DEA11,DEU,,,winner,,,,large,DEU,
e389df48-bcce-4df2-bd86-8de6b1cc08c8,1,mateco GmbH,DE 180824800,Leonberg,71229,DE112,DEU,,,winner,,,,large,DEU,
ba093077-ce67-4a69-a669-ce70d156ac37,1,F&G Bauelemente GmbH,DE245765859,Schleusingen,98553,DEG0E,DEU,,,winner,,,,small,DEU,
d6a7b261-4dea-46dd-a3f2-e5eec18169d7,1,Meyer Haustechnik GmbH,DE812974180,Neustadt a.d.Donau,93333,DE226,DEU,,,winner,,,,small,,
24d0e76a-8653-47cd-a846-cf590d914d62,1,Einrichtungshaus Veh GmbH,DE193209903,Markt Nordheim,91478,DE25A,DEU,,,winner,,,,small,,
adc6005b-ac4e-4732-8945-bb231b53070e,1,Borz GmbH,UStID. DE150514188,Bad Klosterlausnitz,7639,DEG0J,DEU,,FALSE,winner,,,,small,,FALSE
e93c206b-65f0-46ec-9cde-c3ce34abcb39,1,Probat Bau AG,DE300539944,Feldkirchen,85622,DE21H,DEU,,,winner,,,,large,,
f91ed586-886d-46e3-b76c-d1ba1a454b94,1,Brandl Innenausbau GmbH,DE 260219340,Kelheim,93309,DE226,DEU,,,winner,,,,medium,DEU,
bc97a26b-99b9-4253-9524-d9efc317b302,1,Steinlehner Innenausbau GmbH & Co. KG,DE293530574,Neuötting,84524,DE214,DEU,,,winner,,,,small,DEU,
f858283e-5a51-4655-b3a6-93c9b6cf2836,1,IBSG,DE128378192,Murnau,82418,DE21D,DEU,,FALSE,winner,,,,small,DEU,FALSE
a36e27f1-b733-4510-9810-ca78ab04b315,1,Erhardt+Leimer Elektroanlagen GmbH,DE 812 828 831,Augsburg,86157,DE271,DEU,,,winner,,,,large,DEU,
c4b7825d-f880-4bd4-815d-15bd32b6b654,1,meta Trennwandanlagen GmbH & Co. KG,DE149513506,Rengsdorf,56579,DEB18,DEU,,,winner,,,,medium,DEU,
a7e17a2d-531a-4be1-8d90-90e1080cb06c,1,geiger & waltner landschaftsarchitekten gmbh,DE297722251,Kempten,87435,DE273,DEU,,,winner,,,,small,DEU,FALSE
382985b5-7714-4b03-a410-3869b2c7b8f6,1,ATH GmbH,DE316432080,Hamburg,22761,DE600,DEU,,,winner,,,,small,DEU,
67144ec5-5a1e-4d1a-93c3-a4758f16028b,1,innovo Bau GmbH,DE309307107,Dachau,85221,DE217,DEU,,,winner,,,,medium,DEU,
5af8c41f-dece-4b70-ac1d-cf6341a5386b,1,ahw Ingenieure GmbH,DE 204606603,Münster,48157,DEA33,DEU,,,winner,,,,small,DEU,FALSE
6576fb20-dbef-4f8a-9dd3-927457cfc261,1,MAN Truck & Bus Deutschland GmbH,DE811125407,München,80995,DE212,DEU,,,winner,,,,large,DEU,
e503e3bd-ea13-4aeb-ab09-fbe1efe40558,1,ZGT Zügner Gebäudetechnik,DE354816853,Altusried,87452,DE27E,DEU,,,winner,,,,small,DEU,
3dd909b5-0f43-4b6e-b915-2fd238a52cc8,1,OTRS AG,DE256610065,Oberursel,61440,DE718,DEU,,,winner,,,,medium,DEU,
e5edf8bd-6b34-4645-92d5-e982d272f446,1,CleanAgent Mehlfeld+Göring GmbH,DE813377567,Kabelsketal OT Gröbers,6184,DEE0B,DEU,,,winner,,,,medium,DEU,
e5edf8bd-6b34-4645-92d5-e982d272f446,1,Willi Frankenstein GmbH,DE118606167,Hamburg,22459,DE600,DEU,,,winner,,,,medium,DEU,
e5edf8bd-6b34-4645-92d5-e982d272f446,1,Hermann Meyer KG,DE134527846,Rellingen,25462,DEF09,DEU,,,winner,,,,medium,DEU,
